community_id,city,state
15382,Marengo,OH
9063,Weatherford,TX
9473,Plattsburgh,NY
2071,East Amherst,NY
8676,Okeechobee,FL
3039,Villa Rica,GA
19868,Shepherd,MT
5446,Vergennes,VT
23121,Sawyer,MI
7093,Springfield,OH
257,Sheboygan,WI
9954,Wasilla,AK
1143,Mukilteo,WA
9078,Amherst,MA
7661,Port Arthur,TX
9920,Decatur,IL
8443,New York,NY
1913,Jackson,NJ
14922,Trumansburg,NY
2673,Chapel Hill,NC
4293,Coventry,CT
10996,Koloa,HI
16819,Cedar Grove,WI
452,Bandon,OR
13629,Captain Cook,HI
14875,Saint Gabriel,LA
15321,Osseo,WI
275,Patterson,NY
4675,Aldie,VA
13618,Cote Saint Luc,QC
1950,Windham,NH
4368,Minnetonka,MN
8121,Chesterton,IN
15802,Coleman,MI
2742,North Miami Beach,FL
1927,Riverside,IL
1824,Woodstock,IL
3415,Daytona Beach,FL
661,Bastrop,TX
3820,Pacific Palisades,CA
6118,Union City,GA
28281,Ringle,WI
460,Sherwood,OR
11815,Smithville,ON
2231,Hamburg,NY
388,Corning,NY
7013,Crossville,TN
102,North Andover,MA
5452,Greenville,PA
3528,New York,NY
16027,Vidalia,GA
16806,Borden,IN
12304,Le Claire,IA
8177,Marina,CA
1056,North Attleboro,MA
10123,Athens,NY
23137,Holland Centre,ON
19638,Gallup,NM
324,Yardley,PA
4670,Blythewood,SC
732,Kansas City,KS
5914,Gatlinburg,TN
89,Belmont,MA
2473,Weare,NH
8709,Avon,CO
6059,Phillipsburg,NJ
3740,New York,NY
7115,Cornville,AZ
2743,Westminster,MD
6755,Yulee,FL
4867,Ada,MI
1919,Robbinsville,NJ
6627,Little River,SC
1010,North Reading,MA
921,Calimesa,CA
7389,Chambersburg,PA
9600,Innisfil,ON
1153,Palos Hills,IL
8869,Wartburg,TN
2434,Lindenhurst,NY
8170,Northville,MI
3261,Huntersville,NC
533,Worcester,MA
881,Morris Plains,NJ
494,Nevada City,CA
5300,Sussex,NJ
1458,Augusta,ME
145,Bethesda,MD
7990,Lincolnton,NC
7037,Johnston,RI
15315,Dexter,MO
23567,Marietta,NY
2797,Pooler,GA
3233,Owensboro,KY
2202,Merrillville,IN
19015,Mifflinville,PA
5983,Christiana,PA
7999,Easton,MD
3917,Lancaster,OH
1543,Mission Hills,CA
2439,Point Pleasant Beach,NJ
8923,Belle River,ON
2042,La Canada Flintridge,CA
5686,North Little Rock,AR
12319,Andalusia,AL
12905,Tell City,IN
7542,Egg Harbor Township,NJ
248,Charleston,WV
5571,Mount Airy,NC
8670,Watertown,SD
372,Winnetka,CA
5413,Monroe Township,NJ
8793,Columbus,MT
4371,Port Chester,NY
18065,Wakeman,OH
12988,Kilauea,HI
84752,Tallassee,TN
7551,Commerce,CA
2337,Bronxville,NY
16803,Newville,PA
1573,Grand Terrace,CA
8918,Dublin,TX
3343,Liberty,MO
228,Canton,MA
2954,Covington,LA
5023,West Chester,OH
573,Oak Park,IL
9007,Champlain,NY
350,Newton,NJ
5809,Manchester,MA
2641,Carlsbad,CA
14384,Greencastle,IN
14038,Deer Lodge,MT
10756,Sharon,WI
7538,Kernersville,NC
4001,Mooresville,NC
8804,Beaufort,SC
3366,Orange,CT
10779,Homer,GA
6200,Banning,CA
4351,Winter Park,CO
3101,Collierville,TN
328,Norfolk,VA
1500,Los Banos,CA
731,Prairie Village,KS
6513,Stillwater,OK
1454,East Islip,NY
5544,Scarborough,ME
3159,Santa Clarita,CA
2973,El Monte,CA
3458,Eagle River,AK
3450,Rochester,MN
2505,Contoocook,NH
2412,New Britain,CT
2793,Winter Springs,FL
11320,Mcminnville,TN
11139,Greenfield,IN
2942,Manheim,PA
2483,Severn,MD
170,Batavia,IL
1468,Logan,UT
8053,Kintnersville,PA
254,Encino,CA
5293,Kenwood,CA
7791,Henderson,CO
13501,Sharon,ON
42745,Falcon Beach,MB
2931,Bellingham,MA
15524,Le Mars,IA
12734,Fulton,MO
10165,Le Roy,NY
8400,Wolfeboro,NH
10388,Morton,IL
4954,Palm City,FL
2650,Pflugerville,TX
8916,Amherstburg,ON
8081,Catskill,NY
22984,Tony,WI
9916,Binbrook,ON
3809,Clackamas,OR
2856,Aubrey,TX
6157,Brunswick,ME
2725,Ocoee,FL
6171,Brainerd,MN
12606,Newcastle,ON
7899,Franklin,MI
10199,Crestone,CO
3909,New Bern,NC
4127,Homosassa,FL
649,Ledgewood,NJ
1275,Zionsville,IN
4751,Oak Island,NC
6183,New York,NY
15119,Joshua Tree,CA
10967,Rockport,TX
2883,Locust Valley,NY
291,North Charleston,SC
895,Marysville,CA
5343,Sun City,CA
5955,Stayton,OR
9542,Kapaa,HI
633,Orland Park,IL
7920,Roberts Creek,BC
10337,Newport,VT
2490,Brick,NJ
394,Seminole,FL
17668,Sugarloaf,PA
7256,Oakdale,PA
535,Lakewood,CO
9744,Denton,MD
6685,Williston,VT
833,Biddeford,ME
550,Belleville,NJ
3743,The Woodlands,TX
2569,Miami Beach,FL
2708,Carteret,NJ
2887,Del Mar,CA
2012,Nyack,NY
5307,Sidney,BC
6155,Chico,CA
5833,Yuma,AZ
14406,Elberfeld,IN
14720,Slocan,BC
1267,West Columbia,SC
4295,Fairfax Station,VA
10742,Byron,IL
1342,Edina,MN
1032,Bloomfield,CT
1993,Libertyville,IL
9468,Red Hook,NY
9422,Vernon Rockville,CT
5390,Waynesboro,PA
6664,West Creek,NJ
589,Temple Hills,MD
6581,Warner Robins,GA
9493,Jacksonville,AR
7598,Clarks Summit,PA
9124,Stony Plain,AB
1399,Boyertown,PA
14516,Divide,CO
15827,Oceano,CA
5069,Alexandria,KY
1610,Rancho Mirage,CA
14212,Phillips,WI
675,Randolph,NJ
15310,Burns,TN
6959,Marriottsville,MD
18485,Elgin,OK
31854,Coleman,FL
10308,Cornwall,ON
10669,Nottingham,NH
8701,Andrews,SC
8503,Lanett,AL
4440,Groveland,FL
551,Centennial,CO
1745,La Jolla,CA
4184,Stony Point,NY
5845,Columbia,PA
13070,Minden,ON
15373,Carrizo Springs,TX
2715,Port Saint Lucie,FL
3452,Independence,MO
1828,Williamsville,NY
1776,Morristown,NJ
2299,Corona Del Mar,CA
574,Stanhope,NJ
5888,Fairview,OR
1954,Oradell,NJ
3279,Baytown,TX
2169,Ferndale,MI
1516,Greensburg,PA
10378,Brighton,ON
973,Hanover,PA
18136,Hampton,NB
2986,Florence,KY
6264,Temple,TX
2358,Claremont,CA
5835,Terryville,CT
6948,Oakdale,CA
1800,Gulfport,MS
6485,Newark Valley,NY
9000,Greenville,TX
3306,Stevenson Ranch,CA
12145,Garibaldi Highlands,BC
8239,Eatonton,GA
3481,Boston,MA
3216,Damascus,MD
15956,Pierz,MN
17311,Santaquin,UT
10256,Dushore,PA
1684,Grayslake,IL
6577,Port Hueneme,CA
4845,Middlebury,VT
1778,North Bergen,NJ
3872,Apple Valley,CA
1035,Austell,GA
9303,Novelty,OH
3275,Channahon,IL
9153,Barnhart,MO
1418,Columbia,MO
23077,Brackendale,BC
16861,Garrison,TX
3080,Stockton,CA
1001,Minden,NV
887,East Lansing,MI
15575,Fairfax,VT
4480,Pleasant Hill,CA
3999,Ambler,PA
2136,Smyrna,GA
338,Woonsocket,RI
26,Edgartown,MA
9947,Pierson,FL
5573,Yorktown Heights,NY
13872,Custer,SD
699,Tarpon Springs,FL
10240,Cabot,AR
1272,Plainview,NY
19385,Otego,NY
1671,Commack,NY
92,Hingham,MA
2294,Laguna Beach,CA
4906,Harrison,NY
1076,Oak Lawn,IL
1133,Oak Brook,IL
13211,Tivoli,TX
8628,Perry,GA
2007,Allentown,NJ
9275,Sulphur Springs,TX
20612,Bellaire,OH
5016,Hobe Sound,FL
5435,Gloucester,VA
2789,Stafford,TX
3678,Endicott,NY
3162,Newbury Park,CA
21431,Harper,TX
12695,Williamston,NC
12577,Mora,MN
869,Hudson Falls,NY
543,Amherst,NH
1064,Pleasant Prairie,WI
4059,Collegeville,PA
25190,Grandview,IN
15865,Minnedosa,MB
5200,Austin,TX
776,Wilton Manors,FL
6403,Newmarket,ON
2679,Azusa,CA
3852,Chantilly,VA
19010,Redway,CA
7258,Bridgeville,PA
7213,Livingston,MT
7406,Sanibel,FL
2404,Spring Lake,NJ
6629,Columbia City,IN
12715,Colonial Beach,VA
778,Alhambra,CA
19988,Quincy,WA
1777,Griffith,IN
484,Exeter,NH
13553,Hibbing,MN
5831,Casa Grande,AZ
648,Rutherford,NJ
3046,Westlake,OH
13896,Inverary,ON
10095,Valley City,OH
3837,Narberth,PA
1625,Yamhill,OR
4045,Merchantville,NJ
13951,Stirling,ON
7549,Gastonia,NC
12388,Maiden,NC
6076,Kingston,TN
8036,Paw Paw,MI
2899,Lehigh Acres,FL
20467,Salmon,ID
2028,Park Ridge,IL
2963,Livingston,TX
1150,Thornton,CO
13970,Ravenna,OH
12737,Williams,AZ
6738,Park Rapids,MN
13834,Spearfish,SD
3180,Bellflower,CA
9960,Kitty Hawk,NC
2081,Seffner,FL
20638,Ault,CO
2623,Perris,CA
3226,Mechanicsburg,PA
2777,Little Elm,TX
7440,Germantown,NY
5626,Newton Upper Falls,MA
2221,Valley Cottage,NY
8084,Adrian,MI
13219,Questa,NM
2026,Peekskill,NY
208,Montclair,NJ
3844,Rock Springs,WY
1890,Walkersville,MD
15652,Saint Bonifacius,MN
189,Sun Prairie,WI
243,Fayetteville,NC
14803,Newbury,NH
5431,Vicksburg,MI
7691,Palmyra,NJ
2063,Waukegan,IL
5542,Waukesha,WI
9226,Bethlehem,CT
5803,Carlisle,PA
6235,Canyon Lake,CA
9941,Havelock,ON
4851,Rincon,GA
3040,Wilton,CA
7451,Vernon,BC
1146,Newtonville,MA
9522,Madisonville,KY
6355,Hilliard,OH
14717,Williams,OR
8979,Willow Street,PA
3858,Clarksville,TN
3193,Griffin,GA
5299,Warwick,NY
2109,Chatham,NJ
14739,Arcade,NY
8622,Kilmarnock,VA
4308,Rye,NY
2068,Auburn,WA
5323,Cockeysville,MD
2550,Rego Park,NY
3766,Liberty Lake,WA
13976,Broadway,NC
1357,Monroe,LA
3860,Riverside,NJ
72,Stow,MA
8809,Fort Mcmurray,AB
2849,Coral Gables,FL
1236,Long Island City,NY
4063,Paoli,PA
4698,Alva,FL
7436,Sedro Woolley,WA
9032,Timmins,ON
7102,Prince George,BC
1199,Martinsburg,WV
1646,Linden,NJ
3731,Redmond,OR
9225,Kerrville,TX
491,Derry,NH
3289,Waycross,GA
843,North Las Vegas,NV
433,Astoria,OR
9209,Bath,NY
986,Kewaskum,WI
5306,Hidden Valley Lake,CA
174,Newton,MA
10668,Lumberton,NC
14273,Unity,ME
3112,Canton,CT
15504,Phoenicia,NY
1562,Canton,GA
4097,Milton,WA
2197,Granville,OH
20058,Denmark,ME
4815,Hastings,MN
3584,New York,NY
7056,Windsor,CA
9952,Lompoc,CA
22524,Douglas,AK
9251,Murphys,CA
17702,Olathe,CO
5922,Spring Branch,TX
4803,Kamuela,HI
13932,Tonopah,AZ
8169,Plymouth,MI
8447,Cobble Hill,BC
6651,Zelienople,PA
3131,Blackwood,NJ
928,Arden,NC
8073,Wooster,OH
6288,Shakopee,MN
11942,Kincardine,ON
1953,Elmwood Park,IL
1295,Canoga Park,CA
13377,New Haven,VT
5275,East Haddam,CT
3417,Lake Charles,LA
4559,Santa Fe,TX
18051,Monticello,UT
14188,Trafford,PA
18586,Derby,VT
7190,Panama City Beach,FL
13822,Lamar,CO
8704,New Iberia,LA
2744,Fond Du Lac,WI
3240,Colfax,IA
1140,Genoa,NV
16716,Waverly,OH
10068,Tomah,WI
528,Clifton,NJ
5668,Carnegie,PA
317,North Easton,MA
967,Norton,MA
3318,Norwich,CT
3806,Battle Ground,WA
20043,Parksley,VA
5677,Middle Grove,NY
2123,Gilbertsville,PA
8615,Mineola,TX
7499,St Louis Park,MN
9853,Moab,UT
9014,Tarentum,PA
832,Newport News,VA
14890,Palestine,TX
7543,Dover,FL
5724,Makawao,HI
5866,Parkville,MD
4687,Pittsburg,CA
16511,Mount Washington,KY
15995,Snow Hill,MD
1466,Carson City,NV
21017,Dora,MO
5681,Hudson,NY
7584,Red Lion,PA
10586,Moorhead,MN
482,Haverhill,MA
5458,Salem,VA
2271,Absecon,NJ
2608,Brea,CA
5420,Auburn,ME
2378,Colton,CA
7311,Valdosta,GA
15257,Kent Bridge,ON
18037,Mico,TX
2534,Merrick,NY
5700,Sag Harbor,NY
15197,Montrose,PA
3726,Jackson,MI
6035,Fonthill,ON
872,Homer Glen,IL
8481,Albany,GA
7418,Carthage,NC
7744,Old Saybrook,CT
3912,White Plains,MD
278,Livonia,MI
5189,Austin,TX
2019,New City,NY
23214,Black Earth,WI
1773,Goodyear,AZ
5884,Woodland,WA
23770,Dimmitt,TX
69441,Coeur D Alene,ID
1998,Palmetto,FL
7220,Hotchkiss,CO
5719,Manhattan,KS
7154,Nottingham,MD
2761,Cold Spring Harbor,NY
7751,Sunbury,OH
16408,Stuart,IA
15859,Lakeside Marblehead,OH
12937,New Richmond,WI
4214,Souderton,PA
272,Hattiesburg,MS
978,Mount Rainier,MD
17920,Leonard,MI
11286,Cadillac,MI
7185,Paradise Valley,AZ
14782,Ashfield,MA
1969,New Oxford,PA
7860,Nanty Glo,PA
9305,Grand Rapids,MN
3501,New York,NY
2200,Campbell,CA
735,Ashland,MA
4100,Exton,PA
6130,Dorr,MI
6199,Bonsall,CA
5553,Oak Creek,WI
1425,Southington,CT
14198,Greenacres,WA
16134,Gordonsville,VA
10772,Celina,TX
1526,Camino,CA
2100,Lutz,FL
20145,Cornish,ME
3022,Leesburg,FL
12113,Magog,QC
2584,Maricopa,AZ
4206,Lithonia,GA
756,Brownsburg,IN
5552,American Fork,UT
6961,Westland,MI
7960,Smiths Falls,ON
7230,Santa Paula,CA
2039,Upton,MA
16542,Kewaunee,WI
2674,Greenacres,FL
4950,Katonah,NY
2339,Beloit,WI
5717,Monson,MA
14242,Partlow,VA
13568,Platteville,WI
9070,Estes Park,CO
6412,Forest City,NC
20762,Soap Lake,WA
3723,Cranston,RI
352,Hammonton,NJ
2033,Hoffman Estates,IL
24815,Cawston,BC
14062,Cannon Falls,MN
9228,Atherton,CA
12187,Burlington,IA
9353,Byesville,OH
4758,Churchville,MD
9531,Sleepy Eye,MN
566,Forest Grove,OR
4225,Windsor,CT
718,Miami Lakes,FL
6892,Lebanon,NH
13762,Hart,MI
19977,New Plymouth,ID
2983,Tracy,CA
7353,Watsonville,CA
5039,West Nyack,NY
9651,Carmel by the Sea,CA
3778,Live Oak,FL
886,Coral Springs,FL
1036,Copperas Cove,TX
3469,Boston,MA
8758,Dayton,VA
10651,Holderness,NH
325,Leesburg,VA
4474,Greenbrae,CA
7080,Galloway,OH
1469,Stone Ridge,NY
7882,Hamilton,NY
4810,Spotsylvania,VA
340,Grosse Pointe,MI
1852,East Stroudsburg,PA
10035,Hood River,OR
5993,Longview,TX
6748,Corsicana,TX
8229,Elizabeth City,NC
3817,Huntsville,TX
18747,Murfreesboro,NC
1869,Cliffside Park,NJ
10648,Gering,NE
15898,Water Valley,MS
6343,Macomb,MI
5061,Washoe Valley,NV
70498,Chase Mills,NY
2872,Glen Head,NY
22420,Oneida,TN
16169,Snowflake,AZ
5498,Bogart,GA
10552,Royse City,TX
552,Totowa,NJ
11524,Eldridge,IA
14911,Floral City,FL
2428,Lawrence,NY
20132,Touchet,WA
12669,King George,VA
27985,Fort Garland,CO
492,Amesbury,MA
2508,Clinton,NJ
4885,Larchmont,NY
153,Stoughton,MA
2475,Middle Village,NY
5285,Lanoka Harbor,NJ
5379,Berthoud,CO
21418,Berne,IN
5290,West Kingston,RI
24971,Whitethorn,CA
3883,Millerton,NY
2215,West Babylon,NY
27887,Reinbeck,IA
6508,Waxhaw,NC
7683,Anderson,SC
2278,Lake Geneva,WI
14216,Brigantine,NJ
1193,Romeoville,IL
2266,Cathedral City,CA
2264,Levittown,NY
5267,Jackson,MS
7765,Michigan City,IN
597,Santa Fe Springs,CA
5967,Clementon,NJ
9474,Zanesville,OH
7822,Hopedale,MA
2499,Howard Beach,NY
8915,Lyndonville,VT
3725,Owings Mills,MD
5051,Barnegat,NJ
15543,Richmond,VT
630,Passaic,NJ
68,Boxborough,MA
7415,Fryeburg,ME
19105,Pillow,PA
27785,Samoa,CA
4350,Seymour,CT
19727,Yantis,TX
4272,Peculiar,MO
14288,Ardrossan,AB
2194,Summit,NJ
7006,Vail,AZ
6223,Wyoming,RI
12766,Kingston,PA
3504,New York,NY
22359,Saint Germain De Grantham,QC
9994,Okmulgee,OK
15112,Fairbury,IL
1654,Bladensburg,MD
18846,Maidens,VA
12997,Garden Plain,KS
21351,Orient,OH
26777,Curryville,MO
17171,Andrews,TX
2055,Montrose,NY
5035,Mandeville,LA
3798,Kearney,MO
5664,Phenix City,AL
25133,Newberry,MI
5136,Hartville,OH
1417,Ellenwood,GA
9413,Sylvania,OH
7335,Canal Winchester,OH
8197,Lake Jackson,TX
14282,Quail Valley,CA
22309,Paauilo,HI
2537,Toms River,NJ
1505,Augusta,NJ
642,Carlstadt,NJ
7376,Terrace Park,OH
5822,West Bloomfield,MI
8062,Sugarcreek,OH
21908,Walnut Ridge,AR
4899,Piedmont,SC
7702,Fall City,WA
5597,Deltaville,VA
3331,Avon Park,FL
3771,Bryn Mawr,PA
1481,Rochester,IN
5330,Walnutport,PA
2127,Long Branch,NJ
23094,Shubuta,MS
5555,Van Alstyne,TX
14298,Marshalltown,IA
24211,Fredericksburg,IN
6074,Canastota,NY
3676,Malvern,PA
10514,Pittsfield,NH
16390,Chesaning,MI
3477,Boston,MA
7946,Elverta,CA
2706,Sierra Madre,CA
1827,Sterling,VA
203,Mc Farland,WI
2429,Hudson,FL
2204,Webster,NY
5752,Broadview,IL
101,Andover,MA
10300,Port Hadlock,WA
7498,Bellows Falls,VT
2331,Huntington,NY
3907,Ashtabula,OH
1419,Richmond Hill,GA
5425,Farmington Hills,MI
6954,Wildomar,CA
3521,New York,NY
2312,Wantagh,NY
3770,Newburgh,NY
3479,Boston,MA
5926,Beaumont,CA
2826,Hawthorne,CA
24210,Maynooth,ON
16762,Richmond,UT
3886,Remington,VA
19597,Mountain Center,CA
12962,Clyde,NC
15268,Argyle,NY
34199,Truchas,NM
4610,Paducah,KY
8333,Alexandria,MN
16600,Cedarville,OH
2368,West Haven,CT
10101,Richmond,MI
7067,East York,ON
3721,Lafayette,CA
8599,Dahlonega,GA
9984,Cartersville,VA
1519,Everett,MA
12197,Plymouth,CT
7110,Madera,CA
8452,Saint James City,FL
2795,Clarkston,GA
1101,Pebble Beach,CA
7874,Allen Park,MI
5805,Geneva,NY
7304,Salisbury,MD
6634,Salisbury,NC
12309,Shannonville,ON
53963,Betterton,MD
8616,Bonaire,GA
1285,Saugus,MA
8065,Elon,NC
677,Flanders,NJ
2431,Yorba Linda,CA
844,Kittery,ME
2206,Braselton,GA
809,Bridgeport,CT
1938,Stittsville,ON
57,South Chatham,MA
13002,Athens,AL
10226,Farmington,AR
620,Zephyr Cove,NV
5282,Northbridge,MA
1881,Nolensville,TN
11648,Hilliard,FL
20273,Newport,VA
10301,Grundy,VA
1823,Hammond,IN
6011,Quakertown,PA
4018,Elgin,SC
10196,Renfrew,ON
12738,Mexico Beach,FL
1829,Maywood,NJ
27621,Denver,NY
6850,Bossier City,LA
1987,Roselle Park,NJ
472,Danvers,MA
1715,Wonder Lake,IL
4704,Pound Ridge,NY
5615,Big Rapids,MI
2433,West Hempstead,NY
4980,Hayden,ID
17705,Larsen,WI
2334,Montclair,CA
17803,Strathroy,ON
7095,Lugoff,SC
9262,Mont Belvieu,TX
4772,San Juan,PR
7159,Midland,MI
20276,Toquerville,UT
835,Pinole,CA
2656,Valley Center,CA
4175,Victor,NY
9621,Parksville,BC
3890,Excelsior,MN
12058,Rothesay,NB
519,Manasquan,NJ
1473,Smithtown,NY
4964,Whitby,ON
10925,Eufaula,AL
18736,Sharpsville,IN
1755,Buies Creek,NC
1128,Weehawken,NJ
16063,Pittsburg,KS
3435,Buffalo,MN
3449,Kennewick,WA
2107,Helotes,TX
5482,Stratford,WI
6569,Whitefish,MT
5750,Oak Ridge,NJ
2084,Carmichael,CA
13160,Verdugo City,CA
15733,Elk,WA
3303,Beachwood,OH
4726,West Springfield,MA
402,Stateline,NV
7129,Tavernier,FL
2303,Costa Mesa,CA
695,Granbury,TX
8450,Woodway,TX
3774,Homer,AK
15584,Dresden,ME
6731,Clover,SC
16473,Vandergrift,PA
1746,Aliso Viejo,CA
532,Hollis,NH
6599,Painesville,OH
16269,Altona,MB
2205,Plainfield,IN
4017,Riverdale,GA
2815,Lawndale,CA
6667,Stratford,ON
994,Gardnerville,NV
2168,Garner,NC
4302,Pilot Hill,CA
29708,Auburn,KY
1980,Westwood,NJ
4388,Suffield,CT
16341,Renville,MN
10125,Palmyra,VA
11704,Anjou,QC
6337,Athens,TN
6039,Porter Ranch,CA
2731,Ellicott City,MD
14392,Lawson,MO
860,Elizabeth,CO
6421,Inman,SC
6378,Dalton,GA
8685,Byron,GA
6137,Kunkletown,PA
4487,Mckinleyville,CA
4457,Centreville,VA
4398,Eureka,CA
28737,Morewood,ON
10598,Trenton,ON
12657,Florence,TX
2050,Stratham,NH
1105,Buckeye,AZ
4218,Lansdale,PA
2669,Baldwin,NY
2301,Whitestone,NY
4497,Colfax,CA
3239,Clearwater Beach,FL
18493,Ouray,CO
1946,Davenport,FL
18669,Jamestown,CA
10041,Medinah,IL
18423,Capon Bridge,WV
1274,Muskegon,MI
15616,Newport,WA
794,Gettysburg,PA
2035,Palatine,IL
16775,Cashmere,WA
2122,Somerset,MA
22612,Anna,IL
15558,Ruthven,ON
3416,Coralville,IA
7061,Eastlake,OH
19706,Marine on Saint Croix,MN
13601,Mount Angel,OR
6500,Woodland,CA
7993,Harrisburg,SD
2126,Valrico,FL
6240,Clinton,NC
15179,Comfort,TX
3250,Fairport,NY
827,Paramus,NJ
3461,Somerset,KY
7749,Southport,NC
7725,Claremont,NC
8610,Troup,TX
17147,Coaldale,AB
8266,Marmora,NJ
1185,Lilburn,GA
7669,Granite Quarry,NC
6709,Mission,BC
5100,North Stonington,CT
481,Vineland,NJ
5392,Smyrna,DE
8506,Fort Qu'appelle,SK
24259,Whitney,PA
3090,Brewster,NY
4448,Maple Valley,WA
6433,Bristol,TN
2559,Hagerstown,MD
930,Fletcher,NC
9273,Clinton,CT
4280,Gulf Breeze,FL
9284,Clay Center,KS
1091,Union City,NJ
4002,Swarthmore,PA
6186,Willis,TX
13313,Kingsford,MI
13798,Morro Bay,CA
614,Wisconsin Dells,WI
13658,Mount Desert,ME
16869,Falling Waters,WV
2453,Moorestown,NJ
4382,Sammamish,WA
18142,Eastpoint,FL
3222,Rocky River,OH
27780,Lumberton,MS
20403,Port Republic,VA
19716,Alma,WI
1436,Gorham,ME
3885,Hartford,CT
4260,Harleysville,PA
4310,Monroe,CT
9139,Port Neches,TX
6474,Discovery Bay,CA
18205,Riondel,BC
85,Sterling,MA
421,Nutley,NJ
13099,Phelan,CA
7650,Mount Morris,MI
22696,Orosi,CA
1047,Suwanee,GA
4269,Bethlehem,PA
1640,Altoona,IA
3153,Hockessin,DE
3706,Blairsville,GA
645,Wallington,NJ
1316,Philipsburg,PA
24872,Fredericktown,PA
7017,Granger,IN
4505,Tariffville,CT
7052,Bryan,TX
9096,Danville,KY
9854,Burnet,TX
15521,Myrtle Point,OR
6542,Rehoboth,MA
12699,Montross,VA
9477,Great Falls,MT
2682,San Marcos,TX
2920,Saint Cloud,FL
4654,Graham,TX
10877,Pottsville,PA
4143,Frederick,CO
1491,Nicholasville,KY
5111,Lebanon,CT
1766,Peyton,CO
1669,Malibu,CA
5824,High Springs,FL
10508,Mabank,TX
6197,Kingwood,TX
23278,East Canton,OH
2564,Annandale,VA
13857,Napanee,ON
5460,Summerfield,FL
1489,Russellville,AR
5281,Debary,FL
1531,New Albany,IN
13288,Sikeston,MO
969,Placerville,CA
6917,Warren,OH
4384,Staatsburg,NY
13408,Buena Vista,CO
29330,Bomoseen,VT
5637,Hillsville,VA
13412,Troy,PA
2648,Califon,NJ
5684,Madison,CT
5414,Cotati,CA
9316,Dayton,TN
2455,North Palm Beach,FL
62,Harwich Port,MA
18321,North Fork,CA
15745,Jemez Springs,NM
5907,Waddell,AZ
8906,Pinehurst,NC
1280,Cayce,SC
2660,Loxahatchee,FL
1734,Woodbridge,NJ
3066,Sebastian,FL
1156,Wells,ME
193,Rome,GA
1596,Latham,NY
15701,Occidental,CA
22701,Double Springs,AL
15294,Princeville,HI
8888,Cedaredge,CO
696,Yorktown,VA
5599,Lecanto,FL
4832,Springville,NY
4660,Great Barrington,MA
6260,Sahuarita,AZ
9719,Muscle Shoals,AL
17723,Saltillo,MS
5755,Port Orchard,WA
15465,Bragg Creek,AB
2749,Fayetteville,NY
858,Lauderhill,FL
14055,Skiatook,OK
5711,Sherman,TX
3242,Middletown,CT
9523,Lebanon,IN
25471,Queenston,ON
9166,Monroeville,AL
31468,Riverdale,MI
10112,Edgecomb,ME
16114,Afton,OK
1464,The Villages,FL
1887,Dawsonville,GA
16181,Wiscasset,ME
4204,Denver,NC
1925,Hemet,CA
9656,Marianna,FL
21136,Frewsburg,NY
6988,Sudbury,ON
616,West Milford,NJ
10657,Blue Ridge,GA
727,Willingboro,NJ
4998,Tuckahoe,NY
14345,Vernal,UT
17724,Morganton,GA
6649,Mead,CO
4545,Southampton,NY
1220,Middleton,MA
4662,Newbury,OH
14340,Gravenhurst,ON
1903,Odenton,MD
6484,Grove City,OH
867,Forney,TX
9173,Evansville,WI
1278,Rochelle,IL
1875,Lake Grove,NY
997,Revere,MA
14554,Bennettsville,SC
1941,Gambrills,MD
3447,Oconomowoc,WI
4492,Union City,CA
4201,Nixa,MO
16663,Pittsfield,ME
1607,Munster,IN
8082,Yadkinville,NC
1770,Grafton,WI
7687,Bowmanville,ON
351,Lawrence Township,NJ
5807,Morganton,NC
21955,St Malo,MB
1990,Morganville,NJ
8514,Muskogee,OK
182,Dedham,MA
6670,Tamaqua,PA
958,Newburgh,IN
8885,West Monroe,LA
4315,Colleyville,TX
20783,Elba,AL
2868,Key Biscayne,FL
987,Plainfield,IL
239,Mount Holly,NJ
15836,Irma,AB
10249,Strathmore,AB
7336,Huntington,WV
3505,New York,NY
521,Lawrence,MA
1404,Sayreville,NJ
10422,La Pine,OR
1340,Piscataway,NJ
10411,Kaneohe,HI
420,New Egypt,NJ
6884,Elverson,PA
29213,Prole,IA
3773,Loveland,OH
1398,Battle Creek,MI
363,Waterbury,VT
2910,Fleming Island,FL
2936,Oakbrook Terrace,IL
2199,Oakland,NJ
12671,Dwight,ON
2713,Candia,NH
3333,Killeen,TX
17040,Tara,ON
10633,Greenwood,DE
20468,Cayuga,ON
24043,Lawndale,NC
2193,Whitehouse Station,NJ
2115,Attleboro,MA
2848,East Norwich,NY
16404,Golden,BC
9137,Lake Wales,FL
1442,Clinton,IA
7294,Coraopolis,PA
11400,Pelzer,SC
6705,Harker Heights,TX
8886,Watertown,NY
8223,Bremerton,WA
3012,Brunswick,GA
12828,Xenia,OH
1228,Highland,MI
1502,Mountain Lakes,NJ
5558,Southold,NY
685,Budd Lake,NJ
9892,Saint John,NB
1373,Edwardsville,IL
1765,Hampstead,NH
28195,Silver Point,TN
11374,Cape Charles,VA
17573,North Garden,VA
16447,Victoria Harbour,ON
15744,Nappanee,IN
3990,Chester,VT
13630,North Pole,AK
4749,Tukwila,WA
13445,Courtice,ON
508,Lambertville,NJ
10341,West Lebanon,NH
7898,Crawfordville,FL
4345,Franklin,NC
10542,Blaine,TN
15015,Surry,ME
975,Lemont,IL
1327,Laconia,NH
1872,Bloomington,IL
