cbid,customer_location_name,customer_type_name
258488c662a85a3c011a3cf2b28fc237e04cad8b74db76efdd726c96eabe3bcf,regional,consumers
6d4bd72d85c21c89d6adb7cf7f65f97295933d5b9d15ee25da9e3c688903ae90,national,consumers
774478cb6f5ef384d55396bf0a50214473a5371743d2ac3fbb24db65a843894a,local,consumers
44a60eca977ee1ada1910b1792492f1947013f968892703188d38572e6362136,none,none
47f90c74d54a2b2281a42dcfa89234f52872c0585e35f0460f29a54edc3ed8d4,national,businesses
bcd450c81c188f20d3177a2f8a3e14ef988b4bdcb7cdb19f5dbc9fc317a275bb,local,consumers
0eb2ee8ee2bd0f775e080aed83defc3d3665ab92c734361446f15c213bf86842,local,consumers
15e19615b04a478b0625636c6fdbbd84d3d8678d80e6f546b5b9045691e3e59a,none,none
413ed877673cf5743f8501fdec9dec73f7e6ab145dc51241a33095ca417866fd,local,businesses
799c51c87132da2fc924673b25701b5b62035a7289bd1a4b02cde99728bf0866,local,businesses
73a881094a134ace9867a79998ded3e090029b5821c4565122423771ff748732,local,consumers
2fac862ec326882043b3c1ca740e79598a0d6565be0da97c2358a2eaa9614528,regional,consumers
baa7d1a9bbe4ec6823956ddc6fe7b73cf7deb75b7c978ddf43399098ae249239,regional,none
6772e63a439cc26758e30ea8529e51190d46a49d8fa6e3480e17de639a53a65f,regional,businesses
cf603cd147a34b07eda85994e9418b7045e5a590461e42a00dc337209fb2d144,national,consumers
5d2911598d06cbf3469395a4a2b290e9c487f5a4d99d8abde9a965ac5f0332a7,local,businesses
bc9b9c404ba15f0b8b514979e58b4e17199dce6c3183f1fc30f3d8a34c1f8adb,local,consumers
f891add0029e2f2fa7c7db50a0b97e4f9a129e43f935f8e3ef52bf8ea0227850,regional,consumers
aad71d4129e0070b3d7d6a7af8f21244c59d516f0de497c636ea45851130daa8,local,consumers
4fb105429f0ce8bbe8706e1c93eb7383cdc4536705adbaefbb60b26846a9d7e4,local,consumers
e72ff2368b637c9029d81c60268f2feb8d8bcc495b02f0713fa74bf76aafb5be,regional,businesses
db0a9a1c5de032e9e08864dacd157e0d34a5b4539f009541c1f0d877261afaf4,none,none
0c058952b63c5b0bb8828a0fee67ad451bd1413cbea460634efd58c01a731ad6,local,consumers
4abb01cc3fe057366645d1ac1b4b15d7e7a011b626efcc69c95159ee14148378,local,consumers
c5c5d68b70b960e36e6c9d6faf03c3e9307b0bdb904ccbef9296f18f9bc774f5,local,businesses
e7d1763fd0f5b3553a032b36140da901c36e663121152e49aa66c6f0e7cad9c5,national,businesses
43d77dd19b2cc599a14c9f1329407cfdcd2bd10a0b64d367bcd4b0f1f83c2a6e,local,consumers
11c4293a07fbbdc660a8fbc831a9e8445670259e17d330ee2955952a93555a16,national,consumers
60408160df92fec9c4684a7a1476061e64d2101d0027ee35eab1ab33a5891172,regional,businesses
d85f38086a7da0ea29a3dca09daa198b9a4e7a00a2a5f6f820b41a46aa46cca6,regional,consumers
67bba76c7a602f4d20c0b7fee80508ef333f00fdce8dce2a2c24166dc6588962,local,consumers
fc28ad0e840730dc60207029f5b135e4ea00de3b2379185f30021cf4de771285,regional,consumers
802b1a77fe8d09e471da8aaa5219d62e1c2aa5f1738a23f97c28df73a7a8d562,national,businesses
8ef028499aff1a04da0f4f6f2e41c7597cbfd3705cb2f34640eac7fd0d65da5b,regional,consumers
9931a69f86301297e97cd5929cb2ede0109f4c277a5638e0a4a1ff3cc6733426,regional,businesses
b494134ad672bcee06c28c4d444f6e46bb9ec9c5f84f75ea85fb74f0272dd1db,local,businesses
18d489c442432b93b71cd2a8e856545f01c47151a3f752da3dcbeade59632f8d,local,consumers
c70fbca3e6c1714659184a1f00e2058f3974aba11f2a5dc092c76a0d85d31dd4,local,consumers
b5a2f79f9f1d26a6afdfd671be6d6a1f75ad0190eb4732b7d44adf66904f3a3a,local,businesses
662deb5ba357e4038963052fb7cd9c9788743f213c1678491488bcf313383fed,local,businesses
3739f8af7652c2350f88522d2f18fb4b80a72fadb7cafc492659c8d8ad80d938,regional,consumers
eb6f03d0bbda176c090b4d192538065d2a19ae38a78ffe1562830b313747493b,local,consumers
d352e156ccb0c739129f0d55fac209ed47182fe4bb7c65be8131054ca4bae964,none,none
c4baa65f25e37e34e9e08ad607c7c1a03f080bbedd40568d0bb386fe1c9de0e4,regional,consumers
a6f311806ceb7db6cbfed7f2dc61d15d12bd3445fd3dc593ed0af8bd79caae75,none,none
baa6b823fcfa7485a391cb133618c990cd6c31cd04af327a6794599c91700ae4,regional,none
b331322f3f16db9ad8106bb9687b0f4d053b13b788f9ff604bb53b17a154fce4,none,none
287827f45e59f77cb46fcb3602701eb21a61e3d71e1ccbde27372cbc3a4d8374,local,consumers
7bcf85fec7da6e1d516b11f44fa2ed8a94472f723c6af5232c5ac0044908c80a,regional,consumers
7794a11ee62020ce7d06ca19bc1f029f6a484bb0aa5b98852ac846b841a4c447,local,consumers
ada1bc780a0535673212ff6d643c96f51197c32175509f2bc42945ea0c1af19b,local,none
857e9addfbd963e7c597ba469bddbce8e0878e89a59bf0de0370abaa4d6e8361,local,none
d83290a5cc24fc744e7e33ef8dd51e2c046b835d0cce42f248e0d4df054c9b1d,none,none
1e39783a585e78f9076c8d454a223442ae90e12b0272552f02e51e1da0f06dfa,national,businesses
6d3c1e0f56a7746c67570f2bc2287b05b0b456421e4f7c3937dcd581ea73568d,none,none
096c0efb1296e09b58b3ec09b2b219212bbb29e5d51898195627a9bf5d3c3870,local,consumers
07160cef2ef01ce19752ac292defe66c2a7ec79b8e190491b9addeaf92eed643,none,businesses
ab5999af4ca7af9e3fad8c778062acf80fb1cb48f2f85575c07f7a165f798ade,regional,consumers
691bcac80734ae98fb6e8a6cd1ef36452cc4592edc329ce9b3ff3dc699bbda75,local,consumers
8b2163ff67a81efb570346e9b96382661b02427ba73baa06fbc7f92c9cc74de0,national,businesses
274cad34442be2530e5c3187a7ec2178e50dc6cde4093b9f50c15fe296b48a3c,local,none
ea37ac005d70ae572149964c804baffc3bc1e35f5b7b5af23c24c3d7e06e751e,local,businesses
de88bd7d2d86fba12b9d996a68496682c7fd1870df16a099157be64075e9729e,none,none
bcfa0a5f5f1ab205a2feef7ecb71aa31f3fa403eb1b09a8d0803c20814d91989,local,consumers
1b4b296916a1c68276c68bc56fd0ac9b7e8e386c7502d96049ea0192df0ef1a7,regional,none
fea94f756ac2ff9675cef9df4e1e77432d706c2d9408d7238a7b52f0f1eb0806,none,none
1466aea4e26a6d1614e2424f74a39277174043a4cf84f15185b23c233e1bbf14,local,consumers
16a4e60e3a724476a2e0cc78a8e7cf66d9b38c691b071b47ba8bf2a3311bb658,none,none
a56687fab26168c70a5e3a355d118c46eb59eb2d3105df7c846549a8e2ba9c8f,local,businesses
500e9d0f1355bcbaed33ebdcf4d4a46b0670a8d7242f364d2bfcf844d64ee13e,none,none
214e4dbda5cb174d160ccb1331fc13db312c72fde0ccda30ca28dd140a45c77a,local,consumers
579a46e37df0e3d7174d2473f6283638fbc9d5b9cfbc692ae95006131b462bbc,local,none
197bfdf3d69d3c8a39cd796498bf1d345dd1c998fbfdeafe018b1011c94f5f79,none,none
2b603711209475aeb95b4d5d2c0c61342f3f6c763de5e1b22b1a33adc9fd13b5,national,businesses
9d4e73fc164711ac440c14e3117523bd1a82a795c6cf5ca8c5946e52d7050989,local,consumers
1edd945376982afd26ef5d924d05b7b0ce7f224aeba76d064f40e3a8dc80fb48,national,businesses
09db948df978752c62650faa1f5d48c3d15a660f67f6edfbf24a6b83ff5b412b,none,none
c07afe93a659555be5982976e1f06a89c2f7cc2aea5a0497e019de250f18a69c,national,businesses
3eff56a7dae9f9cabcd310258a63d5f02841f50f8106657aff9a37750c1871ef,local,consumers
4d93d0d6ac00963cc0e2602c6b6ce90dac73eb2153fb64cbe4fd208699a3a8de,local,consumers
dd03d61302cc0b16503c86e14deccb400ced14d0042b48166e6f9998318d3042,national,none
b97bfcb3b02eae2867caa0396dbca49ed381ef3f05f64778ce575c6e327b01f1,none,none
3d04405743826c96b5adc3a61fec151f5e56f893ebcec2f7e70ddd586ad06aa5,regional,consumers
f4060468ac7f905aba154d9abcd2870b2d75a5cd431c8ef0f9b2aa297aa47b66,regional,businesses
3516f9869c6e7c18b22496930eceb7b64662ac5682b7062d4a08023cfb3909de,local,none
d535e940bdf1dbf09b57ebe0f2ee8b3fb083c4953ce98475ee73a256780a486a,national,businesses
426d53f524f0c84e76736226f86e87927a16019a3d96e818b562d3bcb6763ed6,none,none
6cdf0de72fb013244bc9e05e12c52e359732a1b18abfbaef3b28f773d51ff128,local,consumers
6e9cedb79e6220d4edf747d7367661879c984f66f0e7dd076e20336560b36745,local,consumers
eb0549511e06ec96f4e6892d86d237b599865d7bb47df8061ec253b539c21952,local,consumers
6eede19fd19cd7b303dc04c953cb119dba91dc97017891c449a339af35efbeab,local,consumers
e653387730c08bd0a070f7c0c7e0dae13c7babc516ea8e93041731a280ac7cf6,regional,none
5024642c3d013855e2333475877bd1d8f89fa10117d13b1d0c50387580a04e42,local,consumers
826ce34607edc635d78de5babf447b49ffa1808bc6f4866fd69e84f24e09af47,local,consumers
f5a72f2e43ac89b70b630d22725dcf7639c07e221a47c5b70283dd63ce82a2e8,none,none
d82a73b2170fe752ad9bc5c122c164855514c4614839cb36c726afbe05afc939,none,none
966d9f0cf22a6deeb1632959691136f47e0fa474a85db0efda937fe544b1340d,regional,none
627b0ab563f19792c101c33fe82356eb7492c94d8356a8d7fbec59abefb629f9,local,businesses
6f3cd48f09f4d7bc14e359bcbe9b4f8da7b3b0ddf9c4a3a49b0ef9190fa47831,national,consumers
53cc819019672a02cb4cf6567d72140fc5f90c665ee77f1f3e1d3a7e82ab520f,regional,consumers
392e68afd6805c40d74587df17bff669e254b130cfea5736ae25da046ccb7164,local,consumers
005a2f9043491ede8ff885e736fb7b66d8431345478cfeb9bce70d5dddf4f744,local,consumers
9a2e3f463ffaa2ef7f6e23a9e295d38b1be4f6e71e7f4b3855f4d39070b7e80d,none,businesses
858ea36ac68f7e008289d259f703fbcb1c95fe625012fa7cf98f00cc9b61b9be,none,none
b23ccff2a4e1c4d742ad8682f975952a67abe48df532695f9c7c2d65a3c0df77,local,none
84e0c6b717091c485931a2ffab4f724c5428f0548ca901559b78820c54469bff,none,none
dce6ca166708950289edc45ab67bbf05de54a2176734697f6d113368b9d14175,national,businesses
d53629f4e98377e0f43a418737211e6f589426585367be04a377453273a1941f,local,businesses
168518d809db21c0363db4bd99b2af710fc9e524e360d68af0a4c738b614b350,national,none
b816b8c7681707813202014a77e30918fbb9a33c8296c9e2711c5c9dab573bd1,national,consumers
315a93fab74e55e43e5c8d257f882cecb8692f97d4dbc4a73c7bb3bc878ee48a,national,businesses
6c0bb469cf0d94a0dd7dec01974a442552ce503407158575a80aff7ae277ee7b,local,businesses
4fba73ab59b9d4694ad31c54fb70c7e9cc18a00c6201c2426ed99bd41479a8e8,national,none
4d8e5741094a3d251172dcebb9f01f07a11d4359881769dacf11d1fdc34a5d93,local,consumers
9806f234aedbfcdf0b485231b67d0a767a894147fd8efbb2cec84e28825d7b4a,local,consumers
c85f2ed187f969b5da0ffd7db105ed3127f2f2110e6bb9b10e3cdea399421fd6,national,businesses
0d4c5942b4c3764b7ec4ff2261b6c3ef6f06b2e7cc0867a56602039b44174b25,local,consumers
b6c1938dbccde908ccfcf574265bcd21156f956d3f8cfec678126e3ec89701a0,local,businesses
081290c0069f02bd55f6795509cc3d88e12dbf741574b6df023cf730378fbee5,none,none
456c9334a59fa1c4637b799f8d0681cd54ad2f7e95c8ecd754bba239e76af56f,local,consumers
1ccd2881c6ee92bb746c611c4d4ec1f984e3d9e7c74476451390bfced67d32c5,local,businesses
fea4e372724798ff3c9fd66ec15c3d00a1c55562d830f7ab3061e196d8c297a2,national,consumers
c8958ac10511aad38e3c2f8716812c64077c379fcdbcab039978faf6b154615c,regional,consumers
67207048f43fdf09842f378cab1aa0aa72216b5f2412a69c7f2ff248472f8756,local,consumers
25164bd6701142f83d594666c0daea4b9998077c9a234c5e78e39419502099c2,local,consumers
37bd8299942d306c39bd030dcd2449d6698eb27c3c53ba504ce0769fe1c68c5c,national,consumers
2b46e713ba8bbb5a0b51f21d73e9ccef4624767db877b4034fcc5cb40d6cd1da,local,consumers
f4f42c3cf7b871cf0c0c97e69b8d98b97e5d69dc0ba909dd63b1268bb3c43062,local,consumers
a6143a389c78bdeda0e4037d7273b598d3c5077aadf3ff431b3da38144738805,local,consumers
73e3ea864d9239e49f768a5f8b972e0b1aa72bc7be388f7addb485da89a0ca65,local,consumers
4059b0cc1ace64cf356898f9e3bb4a825a7ab1ef7492ff7764f937fb4e1aaa7f,none,consumers
04587dd53a9ca51dd104986ed5273fc7dea211d855657a8f84c479765b097092,local,consumers
f3c4ee3da3c9b1f228eae803090472be7350a89882559e86d2b7cbf24b9fe7c3,local,consumers
1ddd38f9109770bdda81b57c12f363cdcf993fcb884834c6507608b57e9456dd,regional,businesses
a418a4e407b7bc3147612a552eecf78f8871a18ba15da1145c53d7304d0c737e,local,consumers
83e1e665353fde63fe52ae94876a0d539218b35f23d8730b2ec6eaac30c6c85c,regional,businesses
f8e0284786db02076dc71577b4d1296c276be92f0ca679fd84c7be53164aa1e3,national,businesses
73ad3443d1fff743bf91603ec0b423ae152cba5e71ff5f6ee45add7e7a2303ad,local,businesses
3d7ffb8976b96a04c0ffa1890dd1fd407ba3b99cf484856ea985f3ba58e1aae7,national,consumers
5440b2c2e4529a0ce5d06f01d01fb247b7259e7a200f6894eff5a542f538b2e4,local,consumers
3fd1f2b40d0c18059a85f13bbc7feb5010b2e5363cdf45bb31741544a0a026a5,national,consumers
93a882765eae9f8f91756b7b2a0e8e55a14dc7b1de3475b1244e9f6fecf005bb,regional,consumers
0901ca0b3e222592b5abc875e965f872b717477b50d7d84e5bc1223a3347d2b3,national,consumers
6face4dfb19cd5ee16ad58d7a9a4f692f689ab036bfa7559041c27af7bc2f97d,local,businesses
95f4ed96a854261064cb365a081d7288002db4f2c8e16411cc7e1ecfeda1cdb8,local,businesses
ff03ff4a68aa64bca219bfd45107a43609d9cb36a0634a5fa31917df2faf9385,regional,consumers
d0a6b80592841f50fcb20be2f85e23be74884e676d2a5f27806126d3a06a1fb5,none,none
a1961f7f32a8dbf184b51f527367b74525b135c785923e33fa8dca5815dce2df,local,consumers
147cee86c94cf7e43f165bc0cc185deb111933f45ad48d0359546a2cf18aec63,local,consumers
9d0168a6747f0e852e5600cc2322d0b29df675fa83924e265c4b909252f65b7b,none,none
ae9d73b068cb3c00ea64c8fb2651bb6e68f35cc9d0d1c3dd09d68ea721c7ba03,local,none
bfffbafeb2ef73d3632d0edfbc5ea8b6962013af9459771b5b103be6ce45c538,local,businesses
630137ee39265325ff1e45d9b8381a768633f88d76b47af0369130c51a830626,none,none
37647f780b58716ab67a6f4c07f2c0ba17b34336e4a2eeb6cd11a24f26d36103,local,none
0918730c6a0a4e6058b2066e1d7082ce18dd1a3d2fb96cdcf40a78cb85a0b321,local,consumers
602ea81256c205546d959c7f51be33ad85466d1ada7463534b3bafe27c435e0f,national,consumers
0dff7b39d34890488aed9c54db769baa5e49c4fb72685b18d2c1de7c60a49d26,none,none
45c66b1adbc0c518b13e6b69d4ccfa9abaabdcc765652f50c8ddacdc28de5d24,national,businesses
8853097130a0447526e17b170e4a09fdfb370b1b11ed35ab53094405a65a12b8,none,none
bd21aff0b9bea07e7555f99b2e9e0b11a4f86a85bff127ae99aae1cc1f655e9b,regional,consumers
419a3d9245d3a9968f8c266a810943aba4a44b3d58a1fcd31db399b0759b66b6,local,consumers
c931f7e6cadc7d6d8f59e9f842458ec75226d3583563605f0de02bde4d53badc,regional,businesses
a112082a7350474007f2e35af8d0009435c4842780b6ad5b1c454105ec649031,none,none
25ff2c0152b5011cdcc0aa30d5e39faedc23af4e05ce15344fc9a7c883f742b4,none,none
176c3a64ad219b97852d73adb15f2b007757302a66469c17df8f0edbbb5a076f,local,businesses
9e72fc08635f9a02db4b742044783aa2c475480e60d0255545622da291309f51,national,businesses
837bd558dfd689c83a1bc270b24ddffb4c4ec9bfcc6d0ec2d631675d8641935a,local,consumers
3f355feb864e79e68c0b08847a8d983453d5837cbf7a1a5b820e60de03751992,local,none
514b7aef2a05eea9b5a68014bd5ef5b4d5668f64d3a544b50aca45126db2feee,local,consumers
8c22c955fe7c7d832e0b8846db233178e232ee3aafba320f5a53760f72a4476f,national,businesses
1a092b28321a40d0e33f7df7e9e1189d2bcc94d34acadaaca08bd08732fa69b6,national,businesses
654fa7542c23424ef928fa5a7b6cd72c3fb58f41194a9fae6314ec0c05bf28d6,none,none
e60cdf1ec712215de172ec937e8aa49cdcf454d53de68004b9668da1d64df804,local,consumers
4d2361a53fe46b7b6860058bcb24dbd9aa37a6035e6538ac409113746078700b,regional,none
e3b3fcb4e08addf5dfb435ee651eb8b2b216b17583b3ff087edfb276c9decbb6,none,none
ea6c38c9d006cab81480a6ac68d9dabf686665c298a1f18e192d427a8402f22a,none,none
44e03ae047418fe881d405ab7e99280e11b084dd210541701548f76bb3f6c74c,local,consumers
57b09129b6be5565fa0be1b5314467f99b5480a60ba5b20bc12a404d4b66b76f,local,consumers
5a9d1e40c7350c93754f8d15995ef67995f72423c4caf4f7c45e12ad8da6d5d2,local,consumers
4dab8bc7eaa4a531d2a78d9312de4f11dfe04025a48039f464b857fdf026531a,local,consumers
71e7405642b06116ea4dcaef156787eb5692250c5e65c5e731179ef76be5de6a,none,none
0a414712108d9735659e358521791c9c84e710180ae4bcae563af91a6a1f8f24,national,consumers
2d1138d39f40c8a6d8ab69376877297fb711c9b679f936bf37876138576a230a,local,consumers
e57e93c3f0277fe12487b05bcdf319bf3264cc873a104510f65ccfe2b0898614,local,consumers
8760ea7fbb4ef6982ac2d4bfdde98dddcaa755d70752d9bbe7d4e8134c753ffd,regional,businesses
0310866bf27621342d79b1a09da0cea02864229a9c60f0ce7e0261c64e5ff759,national,businesses
34cda9126874cb9493dc85d480d48da084f77ef6d26920fc258029cc5e19ec27,none,none
e9ac596cab34194380376751984ab7406884551cda157201514aac0ac64210d7,regional,businesses
9bbee68452e7a7b7d03c5dd608fcaf28ccebcd0788b4feec8445c4c98f385eec,regional,consumers
8d793e0c6f0551b4f28eb075c85ae709d4a5b153ebdc28fa072d0731513435e4,local,consumers
7590287303e5bcceb7d190f03b6d21e0466abce171be7eeca29bcbe90db13c9c,regional,consumers
b3ed1598fb220df0e522343a95a91152762a6f0966bdc93f06b50215419c2671,regional,consumers
7af7319630c9eaf02d5818bb5ff73d934004406bb81d4841c399e77c4e54df98,local,consumers
c99abefa763d99e705396effdae7226cbe998f7089cecb05428497b35a34cc2b,none,none
e7bda334183bde668e14a5bd533ae46b53dc10d513411e8602bf8689ec479b19,local,none
c176b2485d183ff33106d0525eed105c01482deefa63028c65d547d968672fb5,none,none
7cdbeaea3650743f6230da88a8100d8bed1b9f00f11f9119e668823c28225655,regional,consumers
168e6f4bc40ca88ebc8fae9cd9a03ffe7e001dca0eafcae5f03f7295ee2b38b4,national,consumers
78761dadec690390f0ea646fc81ed6269e802b4f3b99b468b9799d64a302101b,local,consumers
05ebe71d7a969efc5c07184799e237eadfe2f102e7d4f67e552ddc02d66b27ad,none,none
56e80916e79b80175fce2eeab6863692630e1ecf3c4b7dc68644d0aa35b0dbd9,regional,none
2b9a2bcfcdc90fb9c160e7dcd9f5ca1bf3a71360f6cbdc66543fecd2e5145002,local,consumers
651f9791016fa13b5640dad30495aadd65893271e527923d94cc1fdea3a2f893,none,none
8489626397b825dda5b278e6dd1412493527f8a352dfbafd52a7064932c7b5fb,local,businesses
e7e7c305411a9a7346ff63dbd4ff3994a4f9b52997b7ab171b25e7b0db38d524,local,consumers
e7eae8c1046f4088f8291a781e5df4fcc1f2590e01f2e6634e1007bffdd9614f,regional,businesses
f6b375d04528f29cdc516cd9085fd1d931ad2dfa2492f0609da1ee0c69629acf,local,consumers
cfe484bcc00809edff4ce061f229bb3cb4d2e47f0e366cf2df1eb12e0fe7887c,none,none
961a57f7e9c4e152ccc8ca054f34840bd1e52e463c3beeccede9f5d67fa916bd,national,businesses
1c83c3a36391f742701c5def012584ccdfbc730d900a250ac282cd376fa12bc9,regional,consumers
9d5c4da9d206786b4f96aa60d5910ef2fcc709687ce2f5324c3bfea573103129,local,consumers
b6a8a805f02e05b4ebf2bedfb386e5a0cae758a31f0b2e8945db34a43e63f55b,local,businesses
239b23c31ec114efa4c9531731b6784476e6b6550cd2e911d30f4dd704e18948,regional,businesses
1e0173c4f7ad5878c8c6cf65e14455356d76a8a646e4649227122cf9aeb09e9f,local,businesses
84b0a6072a9532f9ebaa8245006d1a3e70ba410250a80cbac3eb2154813737af,local,consumers
b3f77e36306a4d028d1168173095dd37b684e868d1141e39ad87139bdcc70af0,regional,none
ac658f7e7b77e7304fb51e31b061309a64907cf644ef8021039c147c52a28b57,national,businesses
d0d6d01525be9b50bb33a046c3134ada7dd97696d729bd17c9603a26a3ac5f2a,local,businesses
a750b6bc17659a4af0ed7a97a119a7abc361f71efbfceb1b2c762f3b34f0bbc0,local,businesses
4c37063f2b8625739c48efc2c96d70e663edb2699998c6fe50fdbf75813e388a,local,none
f1cd712691c5bb88dc56209457d16882a205bc98e002bec46a372efddaea8b5c,regional,none
cb35f776c8979f9fe39a0eb83ceb85460f11dfbc3620f5667d9c3c279955e639,local,none
a5449122ad6ed462cd6a33f67ac8c3215000475653606b4d726544026b30a169,none,none
9c25ddb5a069533591be08d1b69780d085a9d02940d64f013aebe7e1936e3ea9,local,consumers
66a5a3854788d2e4a15ecef5e46e7c11fea2226037866bb1508cbdf12b60021d,none,none
43f85f99e361bb2ec68869ff49b0feaef4ae95336a11bbdecf0ba0dcf0a53eea,national,consumers
bdb242687c8f51e45e450d91e508e969aad98fef52da4dd85b07cf4cd84c2bda,none,none
0128c317bd8fc11162e91f3501799f4e993147e2d7be9042a3fb059b92df0e16,none,none
51f38bcd38b0f45c5edbda3f2914e539a26aa626ac444a5f4961d3bc4193aad1,local,none
2cf0eba31861be98a40c3640a87a72914793a618b0e23572254a4e54ab14ecb4,national,consumers
eac1c0c5d70b6860df1102a3338995b624049420d1c13c291a2877bebd9302ac,local,consumers
3458eb2540744fbad2024ecf97dc08f494bf9dceca954080dbfdcd5e522429fb,none,none
188ca7096da18c0a66814eb0e76400f0c73e063392bb66ffcb9ca4428d9cf7a8,local,consumers
3aa0c7e4a8e8dd1227e18aee4514d9d229d75084e14dcb69ea439fb91b73a4f5,local,consumers
dd93178f9400eb916649f62a405781213845ed9eb64fd99e8134c49474767332,local,consumers
8fe93ed635156189e7feec87f2285c54000d64b4c160c09ccbb56c930e2879c1,local,consumers
d38ece2758187ee6f132850437309a933f0919a92d8b53b6fabe91d40db2133c,local,businesses
40e30e796c5b9815c9f3d9f26ebf7a90e42ee3fcae41b52423fbfdae67a0a8dd,local,businesses
a342e59ea534f20e80d4cf24bf2f0a4aea50b4e2c9dd14d5f4a364622350a746,local,consumers
43a24c34017cb161b591403d1b5312343b2a12dc7bf8c7749ec0c18674f5e968,regional,businesses
bcecb4a38ebb5a0c9a8ba66678f629a5002445d1180d84a64e1cb32f5797edaa,national,consumers
2e0f849e3d54f1f375e097415c4b22b304b180a08516cfc56b80145229f1a102,regional,none
8f38a3586edab48f43cec19bafbaeed0d935a67cc6bf0af28e430a9601342f55,local,consumers
bfe797673b20fa6ccbde63c182079aec1dd533e31c00b269454df64375132922,national,businesses
5a420d41c88d5aa115718a4e909997e5e150c12e3f74f8460a75bf606d13df05,regional,consumers
1f4055698fcc09f398485aeb850cb1b46f7af6accaed5b6a6b841e7c7c205165,regional,businesses
1bee8d0a2da35ae1cf6bbf44ddbf9b8bb859c7296281082469b5a58fc461be96,national,consumers
17bb3a5b6f417376e5f72f6002fb051398a4ebb352816a27d33ac67a816ff89b,local,none
e0fcd457584d0eace12a2c23fbddcecc1e449421c22fd9b5ec763a827d9cdf36,none,none
728d4561526cc31a4400af047576e976569283b46e53e8e073200b1236c51901,national,businesses
50857077dd8c3960a639fc49047f548594dfe845d3865007b0e9f550615f252d,local,businesses
2a191772bd8c5c8485ba9311255eeceb9fdb5d99f84eebbf11a9afe862cfad4a,none,none
ee94ac523b50e9570787a5fbcf9fe4f5884fa1eb0237f918018bbef080a3d926,national,none
0d155d83db15702d0c12ac35cc152a296c0f1fae9402f42574f24d9b4f324aeb,regional,businesses
f855bc587ef046a12ad6cdad169a4a0b9d724453373c660f61948f1a170cd360,local,none
b5729442bc7d068b0c3039257f9386bfd245dd53b74cedee90f30adfe78b10d6,none,none
8c3d836ff2d1bc4d36a9bc148ce88170d21f07aef224eaad283511a17f03201f,local,none
e1a85126bd45196d383cba65d91c67a2e7a069f60e495534d852264a4e45c4c6,regional,businesses
4642a49f57c91b5237dca9d40b11bc341a3607fde4362d2ec5b74389e9b0a54a,national,businesses
1adfaae204595986c02e52ee91fd8123f4e65b46ebf05560509849873733bf8b,local,consumers
3711c8af4872c4eec27ff54c1bb0cc4f545ec72eb42f88591c617b103fabc13d,none,none
190fe7d93d0055ad20f96adec4f5aaad2128b7d645f1e722d07959cd7b353d02,none,none
761cd233c70f51b926961c88b792400673ebbe47e18285605a96418ca9649fd2,local,consumers
5c1bfe0b82321f117fafc23e8d82ed96582ea07ffba4f5f50006eacf8f678f8a,local,consumers
246b94b36ab73570218c28d92d2364ba14c1402f22691e5ee1a42db8992900d5,none,none
68fe5318d7529720b69c3658946ee7379bd660c84bfb56d296633ce91f76640a,national,businesses
691cf9562be79b1d76514f090b0d676656e7538163282c8012504520dbd2f282,local,none
8796ea51499ae98ad9ca0ae3a868f7db06950a37d6a24577adf306c2aa507df3,national,consumers
64415f1a533196d32f36d25db5a5a351d2009ed0d4b81676f5a1e304bdab43b4,local,consumers
1001ca496515f5458728e509e64d9f9dfdc39beef7baf7b1750d84f881cd2a86,local,businesses
c1ee55bae62d6bcfee9aa97e175c3fabefd5588a9daed1c4fd35012eb61a0cab,national,businesses
d94502c056851def94f49c1bf82ba78e25c84b77c56fd1a9cbc80af2c47007b1,local,businesses
92af139b816c8cb806c270a5a538fa9eea7bd6fbf2b6f95006c78f00591b5b29,none,none
d34c44392708bbff4621e2eccac7604a76dcf7b35f008d021aa0244177aae990,local,businesses
16932ab146b0d7ae53cbc2f0e10535e480c2706e25d79669b12957379104a0da,national,businesses
264193a0b0288b933e16e48ae65bd872a1ab0435a5788993f525eafe3e517e31,local,consumers
86871cc119d3c89594d05e1eab90f72a4146461eadcfd2405ce4b87267d7a8f0,regional,businesses
41c5077ecded41b496ff7d07a342ba297211a6db1e9cfbe6a9296f68ac38af77,none,none
3e090440c2983770f891c4a96658abca2d43e26a335f64c51079e8f3ccc9fb5a,local,consumers
8d3cab643b259333f4db3ecd749398d86d0f29cabd07d670bd23c03fa7fc3fd7,regional,none
8b5e8da67e4eb68b1fefa5a9dfaa8ad775c2b78d1c6a94d8855f4c0f74347d5a,none,none
c64d21c5a3a6cdc67f910cb0456011635750d47dff75cb9e688c35ca23d80839,regional,consumers
346b19f15783deb874c2d4e46cba32ab692a558a6e1abde0dafdc5eb41a8a61b,regional,none
d4405f596fa897270264a23fb561f4d8f9af13d80e8f2d75cd5e8daf94a44e2a,national,consumers
8a036766d9d20fa9df69bc0d5be3702dc006fd89ed2b20156aa7e654cce0a477,regional,consumers
7d55b5b3d4ec527a26b0f1cd7cbb41b2336ae111e967809dd3ee2caf915b1b60,national,consumers
c640e2b4d6b4e6bf8984dc1d53853d520c6a6fac878c834b2095159e671c9e48,none,none
e3a821ebef29f37548f47026d0cb17e1a7b19b10070c1e1a8e572428bf606a96,local,businesses
6c8c05d05ea56008df242dd8168ec792b18e7f7d1ff408aabda4af697ddae2e6,local,consumers
